Canonicalized SMILES,Canonicalized Taste,Original Labels,Source,PubChemID,InChI,INCHIKEY
C=C(C)C1CCC(C)(O)C(O)C1,undefined,"cool, minty",flavor_db,94217,,
CC(O)C(O)C(O)C(O)C=O,sweet,sweet,flavor_db,94270,,
CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,undefined,"herbal, spicy",flavor_db,94378,,
C=C(C)C1CCC(C)CC1OC(C)=O,sweet,"mint, peppermint, sweet, woody, tropical, leaf",flavor_db,94579,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,94780,,
CCCCCCC1OC(C)C(C)O1,undefined,"fruity, dairy",flavor_db,94886,,
COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,undefined,"vanilla, fruity",flavor_db,95086,,
C=CCc1cc2c(cc1OC)OCO2,undefined,"pepper, spice",flavor_db,95289,,
C=C(C)C1CC=C(C=NO)CC1,sweet,sweet-like,flavor_db,95313,,
CCOC(=O)CC1(C)OCC(C)O1,undefined,"apple, licorice, strawberry, fresh, fruity",flavor_db,95392,,
CCCCCCCCCC1OCC(C)O1,undefined,"floral, green",flavor_db,95397,,
CC(O)C(=O)NCCO,undefined,"roasted, cooked",flavor_db,95457,,
CCCCCCCCC1OCC(C)O1,undefined,fruity,flavor_db,95572,,
CCCCCOC(=O)CC(C)C,undefined,"apple, fruity, fresh",flavor_db,95978,,
COC1C(O)C(O)OC(CO)C1O,sweet,sweet,flavor_db,96241,,
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,sweet,sweet-like,flavor_db,96368,,
CC(N)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,96814,,
Nc1ncnc2c1nc(N)n2C1OC(CO)C(O)C1O,sweet,sweet-like,flavor_db,96851,,
O=CC(=O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,97398,,
CCCCCCC=CC(=O)O,undefined,fatty,flavor_db,97730,,
COC(=O)C(Cc1ccccc1)NC(C)=O,sweet,sweet,flavor_db,97805,,
CCOC(C)OC(C)=O,undefined,"fruity, fresh",flavor_db,97895,,
CCCC(=O)OC1CC2CCC1(C)C2(C)C,undefined,"wood, woody, herbal, herb",flavor_db,97897,,
CCCCCCC(C)OC(C)=O,undefined,fruit,flavor_db,97987,,
CCOc1ccc(NC(=O)C(C)O)cc1,bitter,bitter,flavor_db,98046,,
C=CCSCC(N)C(=O)O,undefined,"roasted, cooked",flavor_db,98280,,
OC1CSC(O)CS1,undefined,"sulfurous, toasted, egg, bread, sulfury, tomato, broth, meaty",flavor_db,98330,,
CCC(C)CCCO,undefined,sweat,flavor_db,98346,,
CC1COC(C(C)C)O1,undefined,winey,flavor_db,98461,,
CCCCCOC(=O)Cc1ccccc1,undefined,"chocolate, tobacco, balsam, animal",flavor_db,98492,,
CC1=CCC(CC=O)C1(C)C,undefined,"leafy, amber, herbal, woody, green",flavor_db,98497,,
C=CCSCCC,undefined,"garlic, onion, green",flavor_db,98781,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,99459,,
O=C(CO)C(O)C(O)C(=O)CO,sweet,sweet,flavor_db,99513,,
CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,bitter,bitter,flavor_db,99924,,
C=C1CC(O)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,bitter,bitter,flavor_db,99967,,
C=C(C)C1CC(=O)C2(C)OC2C1,undefined,"minty, spearmint",flavor_db,100031,,
CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,100096,,
O=C1NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,bitter,bitter,flavor_db,100187,,
C=CC(C)(C)C(O)C=C(C)C,undefined,"herbal, herb",flavor_db,100197,,
Nc1ncnc2c1nc(Cl)n2C1OC2COP(=O)(O)OC2C1O,sweet,sweet-like,flavor_db,100299,,
CCCC1CCOC(C)S1,undefined,"pineapple, tropica, tropical, galbanum, green",flavor_db,101010,,
CC1(C)CCCC(C)(O)C1=O,sweet,"tobacco, sweet, herbal",flavor_db,101115,,
CC1=CC(C)C(C=O)C(C)C1,undefined,"herbal, earthy, woody, leaf, aldehydic, green",flavor_db,101150,,
CCOC(=O)c1ccccc1NC,sweet,"mandarin, sweet, soft, petitgrain",flavor_db,101365,,
CCOC(=O)C(C)(O)CC,undefined,"nutty, caramel",flavor_db,101536,,
CC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,101552,,
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,bitter,bitter,flavor_db,101597,,
CC1CC23CCCN4CCCC(C(=O)CC2)C43C1,bitter,bitter,flavor_db,101684,,
CC1CCC2C1C1C(CCC2(C)O)C1(C)C,undefined,"floral, rose",flavor_db,101716,,
OCC(O)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,101748,,
C=C(CCC=C(C)C)C1CC=C(CCC=C(C)C)CC1,undefined,"solvent, low, diterpene",flavor_db,101750,,
O=C1CC(c2ccc(O)c(O)c2)Oc2c1ccc(OC1OC(CO)C(O)C(O)C1O)c2O,sweet,sweet-like,flavor_db,101781,,
COC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,101798,,
O=Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,bitter,bitter,flavor_db,101799,,
Nc1ncnc2c1ncn2C1OC(CO)C2OP(=O)(O)OC21,sweet,sweet-like,flavor_db,101812,,
CC(C)=CCCC(C)CCO,bitter,"oil, rose, bitter, citronella, oily, leaf, petal",flavor_db,101977,,
CC12C=CCC1C1CCC3CC(O)CCC3(C)C1CC2,undefined,"natural, musk, animal",flavor_db,101989,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,102190,,
O=CCC(O)C(O)C(O)CO,sweet,sweet,flavor_db,102191,,
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,sweet,sweet-like,flavor_db,102198,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,102288,,
OCC1OC(CO)(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,102436,,
C=CC1(C)CCC(=O)O1,undefined,"minty, fruity",flavor_db,102550,,
CC(=O)CCCC(C)CCC=C(C)C,sweet,"rose, floral, sweet, woody, balsam",flavor_db,102604,,
CC(C)=CCCC(C)(O)C1CO1,undefined,"herbal, floral, earthy, wood, flower, green",flavor_db,102611,,
COC1CC(C)CCC1C(C)C,undefined,minty,flavor_db,102648,,
C=C1C(O)CC2CC1C2(C)C,undefined,"herbal, woody, balsam, pine, camphor",flavor_db,102667,,
CCCCCC1C(=O)CCC1CC(=O)OC,undefined,"lactonic, jasmin, floral, oily, tropical, natural, green",flavor_db,102861,,
CCCCC(CC)C(=O)OCC,undefined,"herbal, fresh, fruity, orris, cumin",flavor_db,102916,,
O=C(CO)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,102926,,
CC1COC(C)O1,undefined,"grassy, fruity, green",flavor_db,102993,,
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,sweet,"woody, sweet, sandalwood, clean",flavor_db,103005,,
CCOc1cncc(C)n1,undefined,"nutty, roasted",flavor_db,104421,,
CCCc1nc(C)c(C)o1,undefined,"burnt, roasted",flavor_db,104620,,
CC(=O)c1ncc(C)nc1C,undefined,"nutty, hazelnut, caramel, roasted",flavor_db,104721,,
CC(=O)c1nc(C)cnc1C,undefined,"hazelnut, popcorn, roasted",flavor_db,104722,,
O.OCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db,104723,,
O.OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,104938,,
COc1ccc([N+](=O)[O-])cc1N.Cl,sweet,sweet-like,flavor_db,105705,,
CCOc1cnc(C)cn1,undefined,"nutty, roasted",flavor_db,105758,,
CSSC(C)(C)C=O,undefined,"chocolate, fat, aromatic, cocoa, dark, smoke",flavor_db,106217,,
CC(C)CCOC(=O)CC(S)C(=O)OCCC(C)C,undefined,"yeast, fermented, bread, rye, coffee, dark",flavor_db,106530,,
CCCCCCC1OC(=O)CC1C,undefined,floral,flavor_db,106756,,
COC(OC)C(C)(C)CC=C(C)C,undefined,"grapefruit peel, citrus, fresh, woody, soapy, violet, green",flavor_db,106766,,
CCC1(O)C2(C)CCC(C2)C1(C)C,undefined,"lime, berry, rooty, damp, earthy, musty, ground, camphor",flavor_db,106997,,
CCCCCOC(=O)C(C)CC,undefined,"apple, fruity",flavor_db,107059,,
OCC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,107148,,
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,sweet,"peppery, balsamic, sweet, woody, balsam, wood",flavor_db,107152,,
CC1(C)CCCC2(C)C1CCC1(C)OCCC12,sweet,"ambergris, old paper, sweet, labdanum, dry",flavor_db,107166,,
CC(=O)OC1C2(C)CCC(C2)C1(C)C,sweet,"fir, citrus, herbal, fresh, sweet, pine",flavor_db,107217,,
CC1CC(C)(c2ccccc2)OC(C)O1,undefined,"citrus, gardenia, fresh, natural, green",flavor_db,107381,,
OCC1OC2(COC3(CO2)OC(CO)C(O)C3O)C(O)C1O,sweet,sweet,flavor_db,107415,,
O=C(CO)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,107428,,
OCC1OC(CO)(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,107452,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,107526,,
COC1OC(CO)C(O)C(O)C1OC,sweet,sweet,flavor_db,107531,,
CC1=CC(=O)C(C(C)C)CC1,undefined,"minty, pungent, peppermint",flavor_db,107561,,
CC(O)C(=O)O,undefined,"acidic, odorless",flavor_db,107689,,
O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,bitter,bitter,flavor_db,107905,,
O=c1c(-c2ccc(O)cc2)coc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12,bitter,bitter,flavor_db,107971,,
O=CCC(O)C(O)C(O)CO,sweet,sweet,flavor_db,108223,,
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O,undefined,"acetic, mild",flavor_db,108335,,
CCCCCCC(CC)OC(C)=O,undefined,"ethereal, herbal, fruity",flavor_db,108518,,
CC(=O)Sc1cc(C)oc1C,undefined,"floral, fruity",flavor_db,108764,,
CC(=O)Sc1ccoc1C,undefined,"sulfurous, roasted, meat, egg, roasted meat",flavor_db,108765,,
CC(C)=CCCC1(C)OCC(C)O1,undefined,"fatty, citrus, green",flavor_db,109257,,
CC1CCC2CC1SC2(C)C,undefined,"grapefruit peel, soupy, sulfury, fresh, fir needle, tropical, minty, seedy",flavor_db,109332,,
COc1cc(C2OCC(C)O2)ccc1O,sweet,"chocolate, powdery, vanilla, sweet, creamy, dairy",flavor_db,109455,,
CCOc1cc(C2OCC(C)O2)ccc1O,sweet,"vanilla, sweet, creamy, spicy",flavor_db,109457,,
CC(C)=CCCC(C)CCOC(=O)c1ccccc1N,sweet,"neroli, rose, sweet, fruity, petitgrain",flavor_db,109467,,
O=C1NS(=O)(=O)c2cccc(S(=O)(=O)O)c21,sweet,sweet,flavor_db,110061,,
CC(C)=CCOC=O,undefined,"rum, fruity",flavor_db,110373,,
CCC(=O)Oc1c(C)occc1=O,sweet,"bready, berry, jammy, strawberry, sweet, caramellic",flavor_db,110543,,
Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1.Cl.Cl,bitter,bitter,flavor_db,110673,,
OCC(O)CCC(O)CO,sweet,sweet,flavor_db,110676,,
CC(C)CCCC(C)CC=O,undefined,"lemon, citrus, aldehydic, green",flavor_db,110747,,
CCCCC(=O)OC1CC2CCC1(C)C2(C)C,undefined,"berry, spice, vanilla, sawdust, woody, camphor, oak, seedy",flavor_db,110801,,
CC1=CCC(C(C)CC=O)CC1,sweet,"sweet, sandalwood",flavor_db,110923,,
CCCCCC(O)CC(=O)OCC,undefined,"floral, fruity, winey",flavor_db,110975,,
CC(=O)OC(C)(C)C1CC=C(C)CC1,sweet,"citrus, lime, wax, herbal, sweet, bergamot, lavender, pine",flavor_db,111037,,
O=C(CO)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,111066,,
CCCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,111068,,
Br.Br.CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C,bitter,bitter,flavor_db,111109,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,111112,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,111123,,
COCC1OC(O)C(OC)C(OC)C1OC,sweet,sweet,flavor_db,111162,,
C=C(C)C1C=CC(C)(O)CC1,undefined,"mint, minty, fresh",flavor_db,111274,,
COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,111276,,
O=CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,111317,,
CC(C)=CCCC(C)CCOC(=O)CC(C)C,undefined,"chamomile, apple, blackcurrant, rose, herbal, honey",flavor_db,111440,,
C=CC(C)(CCC=C(C)C)OC(=O)CCCC,undefined,"citrus, lavender, fruity, apricot",flavor_db,112045,,
CCC(C)COC(=O)C=C(C)C,undefined,"floral, fruity",flavor_db,113425,,
CC1CC(C)(c2ccccc2)CO1,undefined,"grapefruit, rhubarb, green",flavor_db,113514,,
CCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,113555,,
CCCCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,113556,,
CCCCCCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,113557,,
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,113558,,
COCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db,114242,,
CCCCCC(=O)OCCC(C)CCC=C(C)C,undefined,"floral, rose, fruity, fine",flavor_db,114416,,
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,114627,,
Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1,sweet,"sweet, creamy, fruity",flavor_db,114840,,
C=CC1C(OC2OC(CO)C(O)C(O)C2OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)OC=C2C(=O)OCCC21,bitter,bitter,flavor_db,115149,,
CCN1CC2(OC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C1C(CC23)C1(O)CC(OC)C2CC4C1(O)C2OC,bitter,bitter,flavor_db,115161,,
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,bitter,bitter,flavor_db,115221,,
[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC2COP(=O)(O)OC2C1O,sweet,sweet-like,flavor_db,115296,,
CC(Cc1ccccc1)N(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C.Cl,bitter,bitter,flavor_db,115373,,
CNCC(C)C1CCCCC1.Cl,bitter,bitter,flavor_db,115662,,
O=S(=O)([O-])NC1CCCCC1.O=S(=O)([O-])NC1CCCCC1.[Ba+2],sweet,sweet,flavor_db,116171,,
CC1=CCC(C)C(C)C12C=CC(C)O2,undefined,blackcurrant,flavor_db,116740,,
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,undefined,"balsam, pine, balsamic",flavor_db,117336,,
CCOC(=O)CCC(C)C,undefined,"fruit, fruity",flavor_db,117477,,
OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,117678,,
CC1OC(COC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,117753,,
OCC(O)C(O)C(OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(O)CO,sweet,sweet,flavor_db,118008,,
CC(C)C1CCC2CC(=O)CCC2C1,undefined,"gardenia, green, vetiver, woody, rhubarb, grapefruit",flavor_db,118134,,
COC(C(=O)CO)C(O)C(O)CO,sweet,sweet,flavor_db,118290,,
COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC=O,sweet,sweet,flavor_db,118508,,
CCCCCCOC(CCCCC)OCCCCCC,undefined,"grassy, green, mild",flavor_db,118530,,
CC(C)=CC(=O)SC(C)C,undefined,"alliaceous, galbanum, green",flavor_db,118658,,
CC(C)CC=NCCC(C)C,undefined,fishy,flavor_db,118823,,
C=CCCCCCCCC(C)=O,undefined,"fatty, citrus",flavor_db,118928,,
CCOc1ccc(NC(=O)N(C)C)cc1,sweet,sweet-like,flavor_db,118991,,
C=C(CO)C(=O)OC1CC(=C)C2CC(O)C(=C)C2C2OC(=O)C(=C)C12,bitter,bitter,flavor_db,119093,,
CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db,119258,,
CO.COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,sweet,sweet-like,flavor_db,119421,,
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O,sweet,sweet-like,flavor_db,119422,,
CCCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,119508,,
CC1=CCC(C2(C)CO2)CC1,undefined,"citrus, fresh",flavor_db,119634,,
C=C1C(O)CC23CC1C(C)(C)C2CCC3C,sweet,"soft, cedarwood, fruit, woody, sweet",flavor_db,119831,,
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,sweet,"cooling, bitter, woody, sweet, fruity",flavor_db,119900,,
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,bitter,"cooling, bitter, woody, sweet, fruity",flavor_db,119900,,
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,sweet,"cooling, bitter, woody, sweet, fruity",flavor_db,119900,,
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,bitter,"cooling, bitter, woody, sweet, fruity",flavor_db,119900,,
CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1.Cl,bitter,bitter,flavor_db,120286,,
OC1OC(CF)C(O)C(O)C1O,sweet,sweet,flavor_db,120673,,
CC1CCC2(C(=O)O)CCC3(C(=O)O)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,bitter,bitter,flavor_db,120678,,
OCC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,120700,,
COc1c(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c1O,sweet,sweet-like,flavor_db,120742,,
CCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,121667,,
Cc1ccc2c(c1)C=CCC2(C)C,undefined,licorice,flavor_db,121677,,
CCc1nc(C)oc1C,undefined,"burnt, roasted",flavor_db,121694,,
C=C1C(=O)CC2CC1C2(C)C,undefined,minty,flavor_db,121719,,
CC1=CC=CCC1,undefined,fruity,flavor_db,121731,,
[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,121934,,
COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,121942,,
CC(O)C(O)CC(O)CO,sweet,sweet,flavor_db,122046,,
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,122097,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,122199,,
O=CC(O)C(F)C(O)C(O)CO,sweet,sweet,flavor_db,122305,,
OCC1OC(OC2C(O)C(CO)OC(OC3C(O)OC(CO)C(O)C3O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,122314,,
CSCS,undefined,"sulfurous, pungent",flavor_db,122370,,
CC(C)C1C=CC(C)(O)CC1,undefined,herb,flavor_db,122485,,
CCCc1ncc(C)nc1C,undefined,"hazelnut, burnt",flavor_db,122594,,
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,sweet,sweet-like,flavor_db,122644,,
CCOc1nccnc1C,undefined,"hazelnut, earthy, roasted almonds, pineapple",flavor_db,122941,,
COc1ccc(N)cc1[N+](=O)[O-],sweet,sweet-like,flavor_db,123071,,
CCSSC,undefined,"truffle, sulfurous",flavor_db,123388,,
[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db,123645,,
[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db,123729,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(O)(=S)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,123766,,
O=P([O-])([O-])O.[Mg+2],undefined,odorless,flavor_db,123955,,
O=C(OC1OC(CO)C(O)C(O)C1O)c1cc(O)c(O)c(O)c1,bitter,bitter,flavor_db,124021,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O.[Mn+2],sweet,sweet-like,flavor_db,124341,,
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,sweet,sweet,flavor_db,124378,,
O=CC(O)C(I)C(O)C(O)CO,sweet,sweet,flavor_db,124448,,
[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,124726,,
[N-]=[N+]=NC1C(COP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,124766,,
[N-]=[N+]=NC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,124768,,
Nc1ncnc2c1nc(Br)n2C1CC(O)C(COP(=O)(O)O)O1,sweet,sweet-like,flavor_db,124789,,
COC1OC(COC2OC(CO)C(O)C(F)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,125020,,
COC(CCCOC1C(CO)OC(OC)C(O)C1O)OC1OC(OC)C(O)C(O)C1O,sweet,sweet,flavor_db,125090,,
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,sweet,sweet,flavor_db,125153,,
C=CCCCCCCCCCC(=O)O,undefined,"fatty, citrus",flavor_db,125207,,
CC(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,125280,,
COC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet,flavor_db,125299,,
OC1COC(O)C(O)C1O,sweet,sweet,flavor_db,125409,,
OCC(O)C1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db,125414,,
CC=C(C)C(=O)O,sweet,"caramel, sweet, woody, spicy, dry",flavor_db,125468,,
COC1OC(C)C(O)C(OS(=O)(=O)O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet,flavor_db,125507,,
CC(C)=CCCC(C)(O)C1CCC(C)=CC1=O,sweet,sweet,flavor_db,125608,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1F,sweet,sweet-like,flavor_db,125691,,
Nc1ncnc2c1ncn2C1OC(COP2(=O)NCCCO2)C(O)C1O,sweet,sweet-like,flavor_db,126056,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1F,sweet,sweet-like,flavor_db,126365,,
Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,126498,,
CC1=CC2OCC(C)C2CC1,undefined,dill,flavor_db,126537,,
COC1OC(CO)C(OC2OC(CCO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,126561,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(Br)P(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,126691,,
OCC1OC(CO)(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,126987,,
CC(O)C(C)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,127027,,
O=CC(O)C(O)C(O)C(O)COS(=O)(=O)O,sweet,sweet,flavor_db,127259,,
OCC1OC(OCC2OC(OCC3CO3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,127955,,
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)CC1O,sweet,sweet,flavor_db,128003,,
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(F)C1O,sweet,sweet,flavor_db,128004,,
O=CC(O)C(O)C(O)C(O)CO[As](=O)(O)O,sweet,sweet,flavor_db,128033,,
CCCOC1OC(C)C(O)C(OC)C1OC1OC(C)C(OC2OC(COC)C(O)C(OC)C2O)C(OC)C1OC,sweet,sweet,flavor_db,128164,,
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,128229,,
CC(C)CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,128287,,
Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,bitter,bitter,flavor_db,128861,,
O=C(O)C(O)C(O)C(O)C(O)CO,sweet,sweet,flavor_db,128869,,
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1O,sweet,sweet-like,flavor_db,128882,,
OCC1OC(OC2C(CO)OC(OCCC3CO3)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,129231,,
COc1ccc(C2CC(=O)c3c(cc(O)cc3OC3OC(CO)C(O)C(O)C3O)O2)cc1O,sweet,sweet-like,flavor_db,129663,,
COC1OCC(OC2OCC(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,129679,,
OCC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,129885,,
OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,129887,,
COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,130008,,
