Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source
COc1cc(C(O)C(O)COc2c(OC)cc(-c3cc(=O)c4c(O)cc(OC5OC(CO)C(O)C(O)C5O)cc4o3)cc2OC)ccc1O,COc1cc(C(O)C(O)COc2c(OC)cc(-c3cc(=O)c4c(O)cc(OC5OC(CO)C(O)C(O)C5O)cc4o3)cc2OC)ccc1O,sweet,sweet-like,flavor_db
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,bitter,"Bitter, Bitterness",chemtastes_db
Nc1ccccc1N=NC(=NNc1ccccc1)c1ccccc1,Nc1ccccc1N=NC(=NNc1ccccc1)c1ccccc1,sweet,sweet-like,flavor_db
OCC1OC(OC2(CO)OC(CCl)C(O)C2O)CCC1O,OCC1OC(OC2(CO)OC(CCl)C(O)C2O)CCC1O,sweet,sweet-like,flavor_db
CC1OC(OC2(C)CC(O)C(O)C(C)O2)CC(O)C1O,CC1OC(OC2(C)CC(O)C(O)C(C)O2)CC(O)C1O,sweet,sweet,flavor_db
COc1cc(O)c2ccoc2c1C(=O)C=Cc1ccc(O)cc1,COc1cc(O)c2ccoc2c1C(=O)C=Cc1ccc(O)cc1,bitter,"Bitter, Bitterness",chemtastes_db
CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,NC(=O)CCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CC(C)CC(O)Cc1ccccc1,CC(C)CC(O)Cc1ccccc1,undefined,"herbal, floral, creamy, celery, green",flavor_db
O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,sweet,"Sweet, Sweetness",chemtastes_db
OCC1OC(OC2C(CO)OC(OC(F)(F)F)C(F)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(OC(F)(F)F)C(F)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])[O-])O1.O.[Na+].[Na+],Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])[O-])O1.O.[Na+].[Na+],sweet,sweet-like,flavor_db
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4,undefined,astringent,phytocompounds_db
COc1cc(O)c2c(=O)c(OC3OC(OC)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(OC)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db
CCCCC(=O)OCC,CCCCC(=O)OCC,sweet,"yeast, apple, pineapple, fruit, sweet, fruity, tropical, green",flavor_db
COC1(CO)OCC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,COC1(CO)OCC(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CC(O)[C@H]1OC(OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)C(O)C(O)C1O,CC(O)[C@H]1OC(OC(=O)c2c(O)cc(O)cc2-c2cccc(O)c2)C(O)C(O)C1O,bitter,bitter,phytocompounds_db
CC1=NC2=C(N1C)NC(=O)NC2=O,Cc1nc2c(=O)[nH]c(=O)[nH]c2n1C,sour,pKa between 2 and 7,IUPAC Dissocation Constants
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)SSSSP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)SSSSP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4O)c(O)c(OC4OC(CO)C(O)C(O)C4O)c3o2)cc1O,COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4O)c(O)c(OC4OC(CO)C(O)C(O)C4O)c3o2)cc1O,sweet,sweet-like,flavor_db
COc1ccc(C2NC(=O)c3ccccc3N2)cc1O,COc1ccc(C2NC(=O)c3ccccc3N2)cc1O,undefined,"Tasteless, Tastelessness",chemtastes_db
O=Cc1ccc(O)c2ccccc12,O=Cc1ccc(O)c2ccccc12,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCCCCCCCOCC(O)COC1OC(CO)C(O)C(O)C1O,CCCCCCCCCCOCC(O)COC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db
C=CCCC(=O)O,C=CCCC(=O)O,undefined,"parmesan, ricotta, romano, cheese",flavor_db
Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)=O)C1O,Nc1ncnc2c1ncn2C1OC(CO)C(O[P+](=O)[O-])C1O,sweet,sweet-like,flavor_db
CCC(C)C(NC(=O)C1CCCN1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C1CCCN1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CCC(C)C(NC(=O)C(N)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CCC(C)C(NC(=O)C(N)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
O=CC(O)C(O)C(O)C(O)CO.[Na+].[OH-],O=CC(O)C(O)C(O)C(O)CO.[Na+].[OH-],sweet,sweet,flavor_db
CCn1cnc2c(=O)[nH]c(=O)[nH]c21,CCn1cnc2c(=O)[nH]c(=O)[nH]c21,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OC(OC(=O)C(C)=CCCC(C)=CCO)CC21,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)OC(OC(=O)C(C)=CCCC(C)=CCO)CC21,bitter,bitter,phytocompounds_db
CC(N)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,CC(N)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
COc1ccc(-c2cc(=O)c3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)c(OC)c(O)c3o2)cc1,COc1ccc(-c2cc(=O)c3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)c(OC)c(O)c3o2)cc1,sweet,sweet-like,flavor_db
CC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,CC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,bitter,"Bitter, Bitterness",chemtastes_db
O=CC(OO)C(O)C(O)C(O)CO,O=CC(OO)C(O)C(O)C(O)CO,sweet,sweet,flavor_db
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3(O)OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)cc(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3(O)OC(COC4OCC(O)C(O)C4O)C(O)C(O)C3O)cc(O)c12,sweet,sweet-like,flavor_db
CCCCCC1OCC(O)C(C(O)C(O)CO)O1,CCCCCC1OCC(O)C(C(O)C(O)CO)O1,sweet,sweet,flavor_db
Nc1ncnc2c1ncn2C1OC(C(O)CP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(C(O)CP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
COC1CC(OC2C(C)OC(OC3C(C)OC(O)CC3OC)CC2OC)OC(C)C1O,COC1CC(OC2C(C)OC(OC3C(C)OC(O)CC3OC)CC2OC)OC(C)C1O,sweet,sweet,flavor_db
CN(C)c1ccn(C)c(=O)n1,CN(C)c1ccn(C)c(=O)n1,sour,pKa between 2 and 7,IUPAC Dissocation Constants
COC(OC)c1ccccc1,COC(OC)c1ccccc1,undefined,"wine, sharp, floral, hummus, fruity, almond, green",flavor_db
COC1CC(C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,COC1CC(C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db
COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(O)c3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(O)c3o2)ccc1O,sweet,sweet-like,flavor_db
COC(=O)CNC(=O)C(N)Cc1ccccc1,COC(=O)CNC(=O)C(N)Cc1ccccc1,sweet,sweet,flavor_db
C1=NC2=C(C(=O)N1)N=C(C(=O)N2)C=O,O=Cc1nc2c(=O)nc[nH]c2[nH]c1=O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CC1=CCC23OC2(C)CCC2C(C)C(=O)OC2C13,CC1=CCC23OC2(C)CCC2C(C)C(=O)OC2C13,bitter,"Bitter, Bitterness",chemtastes_db
CCC=CCC1C(=O)CCC1CC(=O)OC,CCC=CCC1C(=O)CCC1CC(=O)OC,undefined,"magnolia, jasmine, fresh, waxy, floral, oily, melon, petal",flavor_db
CC(C(=O)O)C(N)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C(=O)O)C(N)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet-like,flavor_db
CCC1C(OC2(C)CCC(C)CO2)CC2C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCC4(C)C3CC(=O)C12C,CCC1C(OC2(C)CCC(C)CO2)CC2C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCC4(C)C3CC(=O)C12C,sweet,sweet-like,flavor_db
COC1C(O)C(C)OC(OC2OC(C(C)C3CCC4C5=CC(=O)C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5CCC43C)CCC2C)C1O,COC1C(O)C(C)OC(OC2OC(C(C)C3CCC4C5=CC(=O)C6CC(OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5CCC43C)CCC2C)C1O,undefined,"Non-sweet, Non-sweetness",chemtastes_db
Cc1nc(SCC(=O)O)nc2c1ncn2C,Cc1nc(SCC(=O)O)nc2c1ncn2C,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CCCCOc1ccc(NC(=O)Nc2ccc(OC)cc2)cc1,CCCCOc1ccc(NC(=O)Nc2ccc(OC)cc2)cc1,sweet,sweet-like,flavor_db
N#Cc1ccc(Br)c(N)c1,N#Cc1ccc(Br)c(N)c1,sweet,"Sweet, Sweetness",chemtastes_db
CCc1ccccn1,CCc1ccccn1,undefined,"grassy, grass, green",flavor_db
COC(=O)CC1C2(C)C3=C(C)C(C4=CC(O)OC4=O)CC3OC2C(O)C2C(C)(C(=O)OC)C=CC(=O)C21C,COC(=O)CC1C2(C)C3=C(C)C(C4=CC(O)OC4=O)CC3OC2C(O)C2C(C)(C(=O)OC)C=CC(=O)C21C,bitter,bitter,phytocompounds_db
Nc1ncnc2c1ncn2C1OC(COCCP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COCCP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db
CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,CC(C)C(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
COC1C(O)C(C)OC(O)C1F,COC1C(O)C(C)OC(O)C1F,sweet,sweet,flavor_db
OCC(O)C1OC(OC2CCCCC2)C(O)C(O)C1O,OCC(O)C1OC(OC2CCCCC2)C(O)C(O)C1O,sweet,sweet,flavor_db
Cc1nc(C)c(C)s1,Cc1nc(C)c(C)s1,undefined,"hazelnut, chocolate, vegetable, musty, coffee, cocoa, earth, nutty",flavor_db
COc1ccc2c(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4O)ccc3oc2c1OC,COc1ccc2c(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4O)ccc3oc2c1OC,sweet,sweet-like,flavor_db
CCCCC(NC(=O)C(CC(C)C)NC(=O)CCCc1ccccc1)C(=O)OC,CCCCC(NC(=O)C(CC(C)C)NC(=O)CCCc1ccccc1)C(=O)OC,sweet,sweet,flavor_db
CC12CC(=O)c3occc3C1CCC13CC(CC(OC4OC(CO)C(O)C(O)C4O)C12)C(O)(CO)C3,CC12CC(=O)c3occc3C1CCC13CC(CC(OC4OC(CO)C(O)C(O)C4O)C12)C(O)(CO)C3,bitter,bitter,phytocompounds_db
CC(C)(C)CCC(CC1=CC=CC=C1)(C(=O)OC)NC(=O)C(CC(=O)O)N,COC(=O)C(CCC(C)(C)C)(Cc1ccccc1)NC(=O)C(N)CC(=O)O,sweet,sweet-like,flavor_db
CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2CCCN2,CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1)C(=O)O,sweet,sweet,flavor_db
COCC(CCCCC1=CC=CC=C1)O,COCC(O)CCCCc1ccccc1,bitter,"Bitter, Bitterness",chemtastes_db
CC1NC(SC(S1)CC(C)C)C,CC(C)CC1SC(C)NC(C)S1,undefined,"cocoa, roasted, peanut",flavor_db
CC(C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)N,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCCN)C(=O)NC(CC(=O)O)C(=O)O,sweet,sweet,flavor_db
CC(=CCN=C(N)N)C,CC(C)=CCN=C(N)N,bitter,"Bitter, Bitterness",chemtastes_db
Cc1ncoc1C(=O)O,Cc1ncoc1C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
CSS(=O)(=O)C,CSS(C)(=O)=O,undefined,"sulfurous, roasted, pungent",flavor_db
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=S)(O)[18OH])O,Nc1ncnc2c1ncn2C1CC(O)C(CO[P+](O)(O)[S-])O1,sweet,sweet-like,flavor_db
CC(=CCCC1(C2CCC(C2)C1=C)C)C,C=C1C2CCC(C2)C1(C)CCC=C(C)C,undefined,woody,flavor_db
CCCCCCCC(=O)OCC1=CC=CO1,CCCCCCCC(=O)OCc1ccco1,sweet,"peach, waxy, sweet, fruity, metallic",flavor_db
CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)N,CC(NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C([C@H]([C@H]([C@@H]([C@H](C=[O+][O-])O)O)O)O)O,[O-][O+]=CC(O)C(O)C(O)C(O)CO,sweet,sweet-like,flavor_db
C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(C[C@@H]([C@@]5(C4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
CC1=C(C(=CC=C1)C(=O)O)C,Cc1cccc(C(=O)O)c1C,sour,pKa between 2 and 7,IUPAC Dissocation Constants
C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NCC(=O)O)N,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,sweet,sweet,flavor_db
COC1=CC(=CC(=C1O[C@@H](CO)[C@@H](C2=CC(=C(C=C2)O)OC)O)OC)C3=CC(=O)C4=C(C=C(C=C4O3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,COc1cc(C(O)C(CO)Oc2c(OC)cc(-c3cc(=O)c4c(O)cc(OC5OC(CO)C(O)C(O)C5O)cc4o3)cc2OC)ccc1O,sweet,sweet-like,flavor_db
CCCCCCCOC[C@@H]1[C@H]([C@@H]([C@H](C(O1)OC)OCCC)OCCC)O,CCCCCCCOCC1OC(OC)C(OCCC)C(OCCC)C1O,sweet,sweet,flavor_db
C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(=O)N)N,CC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)CC(N)=O)C(=O)O,sweet,sweet,flavor_db
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(C4=C(C=C3)C(=O)C(=CO4)C5=CC=C(C=C5)OC)OC)O)O)O)O)O)O,COc1ccc(-c2coc3c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)ccc3c2=O)cc1,sweet,sweet-like,flavor_db
COC(=O)C[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC(=C(C=C4)O)O)O)O)O)O,COC(=O)CC1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CC1=C(C=C(C=C1)N)[N+](=O)[O-],Cc1ccc(N)cc1[N+](=O)[O-],undefined,"Tasteless, Tastelessness",chemtastes_db
C1CC(C(OC1CO)(O)O)O,OCC1CCC(O)C(O)(O)O1,sweet,sweet-like,flavor_db
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
C1=CC=C(C=C1)N/N=C(\C2=CC(=CC=C2)F)/N=NC3=CC=CC=C3,Fc1cccc(C(N=Nc2ccccc2)=NNc2ccccc2)c1,sweet,sweet-like,flavor_db
CC(C)CC(C(=O)N1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)OC)N,COC(=O)C(Cc1ccccc1)NC(=O)C1CCN(C(=O)C(N)CC(C)C)CC1,sweet,sweet,flavor_db
CC(C)C(C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC1=CC=CC=C1)N,CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db
CC(C)=CCCC(C)(O)C1CCC(C)=CC1O,CC(C)=CCCC(C)(O)C1CCC(C)=CC1O,undefined,"Non-sweet, Non-sweetness",chemtastes_db
CC(C)CS,CC(C)CS,undefined,"mustard, vegetable, cooked",flavor_db
CC(CCCC(=O)OC)OC(=O)C,COC(=O)CCCC(C)OC(C)=O,undefined,fruity,flavor_db
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@H]([C@@H](O3)CO)OCP(=O)(O)O)O)N,Nc1ncnc2c1ncn2C1OC(CO)C(OCP(=O)(O)O)C1O,sweet,sweet-like,flavor_db
CC(=O)OCC1C(C(C(C(O1)O[C@@]23CCC4[C@@]5(CCC[C@@](C5CC[C@]4(C2)CC3=C)(C)C(=O)O)C)OC6C(C(C(C(O6)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC7C(C(C(C(O7)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(COC(C)=O)C(OC(C)=O)C(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C1OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)C3,sweet,sweet-like,flavor_db
CNC1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N,CNc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db
C1=CC=C(C=C1)CC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)N)C(=O)NC(CC2=CC=CC=C2)C(=O)O)N,NC(=O)CC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db
CN1C=CC=C1,Cn1cccc1,undefined,"smoky, powerful, herbal, woody",flavor_db
CCCCCCCCCCCCCCOC[C@@H]([C@@H]1[C@H]([C@@H](CO1)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)OCCCCCCCCCCCCCC)O)O,CCCCCCCCCCCCCCOCC(O)C1OCC(O)C1OC1OC(CO)C(O)C(OCCCCCCCCCCCCCC)C1O,sweet,sweet,flavor_db
COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2OC(C)=O)ccc1O,COc1cc(/C=C/C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O)C(O)C2OC(C)=O)ccc1O,bitter,bitter,phytocompounds_db
C[C@@]12CC[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)C)C)C1C[C@@](C[C@H]2O)(C)CO)C,CC1(CO)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db
CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC(=C)Br,C=C(Br)CC1(C(C)C)C(=O)NC(=O)N(C)C1=O,bitter,"Bitter, Bitterness",chemtastes_db
CCCCCCOCC1(C(C(C(CO1)O)O)O)O,CCCCCCOCC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db
C[NH2+]CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-],C[NH2+]CC(=O)NC(Cc1ccccc1)C(=O)[O-],sweet,sweet,flavor_db
C1=CC=C2C(=C1)C(=O)N(S2(=O)=O)CCl,O=C1c2ccccc2S(=O)(=O)N1CCl,sweet,sweet,flavor_db
CC1=C[C@@H]2[C@H](CC1)C(=CC[C@H]2C(C)C)C,CC1=CC2C(CC1)C(C)=CCC2C(C)C,undefined,"wood, woody",flavor_db
CCCCC(=O)OC/C=C/CCC,CCCC=CCOC(=O)CCCC,undefined,"apple, pineapple, banana, fruity, cognac, green",flavor_db
C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)OC)O)O)O)C)(C)C(=O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,COC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC6(C)CCC45C)C3(C)C)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db
CC1=COS(=O)(=O)NC1=O,CC1=COS(=O)(=O)NC1=O,sweet,"Sweet, Sweetness",chemtastes_db
COCOC[C@@H]1[C@H]([C@@H]([C@H](C(O1)O)OCOC)OCOC)OCOC,COCOCC1OC(O)C(OCOC)C(OCOC)C1OCOC,sweet,sweet,flavor_db
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3OC)OC,COc1ccc(-c2cc(=O)c3c(OC)cc(OC)cc3o2)cc1,bitter,"Bitter, Bitterness",chemtastes_db
C1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,O=c1c(-c2ccccc2)coc2cc(O)cc(O)c12,bitter,bitter,flavor_db
CCCCCCCCCCCCCCCCOC[C@H](CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)OC)OC,CCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1OC)OC,sweet,sweet,flavor_db
COC1=CC2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)O,COc1ccc2c(=O)cc(-c3ccc(O)cc3)oc2c1,bitter,"Bitter, Bitterness",chemtastes_db
CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)C)C(=O)O)NC(=O)C(CC(=O)O)N,CC(C)CC(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)O)C(C)C,sweet,sweet,flavor_db
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(O)C4(C)C)C3(C)C(=O)CC12C,CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(O)C4(C)C)C3(C)C(=O)CC12C,bitter,bitter,phytocompounds_db
C(C(C(C(C(=O)COCl)OCl)OCl)O)O,O=C(COCl)C(OCl)C(OCl)C(O)CO,sweet,sweet,flavor_db
C1[C@H](OC([C@@H]1O)OC2C(C(C(C(O2)CO)O)O)O)CO,OCC1CC(O)C(OC2OC(CO)C(O)C(O)C2O)O1,sweet,sweet-like,flavor_db
CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N1)C,CCC(C)C1NC(=O)C(C)NC1=O,bitter,"Bitter, Bitterness",chemtastes_db
CC(C)C1=C(C(=CC=C1)C(=O)O)O,CC(C)c1cccc(C(=O)O)c1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants
